,ilce,fiyat,m2_brut,bina_yasi,bulundugu_kat,kat_sayisi,isitma,banyo_sayisi,balkon,esyali,site_icerisinde,kimden,yaka,oda,salon,merkeze_yakin,aidat_aralik,luks_mu
141,Kadıköy,11000.0,65.0,0-5 arası,15,24,Merkezi (Pay Ölçer),1,Yok,Hayır,Evet,Emlak Ofisinden,Anadolu,1.0,1.0,Hayır,500 - 750,Hayır
142,Maltepe,10000.0,160.0,26-30 arası,3,3,Doğalgaz (Kombi),1,Var,Evet,Hayır,Emlak Ofisinden,Anadolu,3.0,1.0,Hayır,0 - 150,Hayır
143,Ataşehir,7250.0,84.0,5-10 arası,20,22,Merkezi (Pay Ölçer),1,Yok,Hayır,Evet,Emlak Ofisinden,Anadolu,1.0,1.0,Hayır,500 - 750,Hayır
144,Pendik,7000.0,94.0,5-10 arası,2,9,Merkezi (Pay Ölçer),2,Yok,Evet,Evet,Emlak Ofisinden,Anadolu,2.0,1.0,Hayır,500 - 750,Hayır
145,Çekmeköy,3800.0,75.0,5-10 arası,0,5,Doğalgaz (Kombi),1,Yok,Hayır,Hayır,Emlak Ofisinden,Anadolu,2.0,1.0,Hayır,0 - 150,Hayır
146,Tuzla,5000.0,100.0,5-10 arası,1,5,Doğalgaz (Kombi),1,Var,Hayır,Hayır,Emlak Ofisinden,Anadolu,2.0,1.0,Hayır,0 - 150,Hayır
147,Beykoz,5500.0,90.0,31 ve üzeri,2,6,Doğalgaz (Kombi),1,Yok,Hayır,Hayır,Emlak Ofisinden,Anadolu,2.0,1.0,Hayır,150 - 300,Hayır
148,Üsküdar,14500.0,135.0,26-30 arası,2,4,Doğalgaz (Kombi),2,Var,Hayır,Hayır,Emlak Ofisinden,Anadolu,3.0,1.0,Hayır,0 - 150,Evet
149,Pendik,4499.0,55.0,5-10 arası,4,7,Merkezi (Pay Ölçer),1,Yok,Evet,Evet,Emlak Ofisinden,Anadolu,1.0,1.0,Hayır,500 - 750,Hayır
150,Pendik,5200.0,80.0,0-5 arası,1,10,Merkezi (Pay Ölçer),1,Var,Hayır,Hayır,Emlak Ofisinden,Anadolu,2.0,1.0,Hayır,0 - 150,Hayır
151,Ümraniye,8500.0,125.0,11-15 arası,10,10,Merkezi (Pay Ölçer),2,Yok,Hayır,Hayır,Emlak Ofisinden,Anadolu,3.0,1.0,Evet,150 - 300,Hayır
152,Ataşehir,7000.0,140.0,16-20 arası,1,4,Doğalgaz (Kombi),2,Var,Hayır,Hayır,Emlak Ofisinden,Anadolu,3.0,1.0,Evet,0 - 150,Hayır
153,Ataşehir,11500.0,89.0,5-10 arası,31,31,Merkezi (Pay Ölçer),1,Yok,Hayır,Evet,Emlak Ofisinden,Anadolu,1.5,1.0,Hayır,0 - 150,Hayır
154,Maltepe,10500.0,87.0,0-5 arası,2,4,Doğalgaz (Kombi),1,Var,Hayır,Hayır,Emlak Ofisinden,Anadolu,2.0,1.0,Hayır,0 - 150,Hayır
155,Sancaktepe,3500.0,100.0,0-5 arası,1,3,Doğalgaz (Kombi),1,Yok,Hayır,Hayır,Emlak Ofisinden,Anadolu,2.0,1.0,Hayır,0 - 150,Hayır
156,Beykoz,18000.0,216.0,26-30 arası,4,5,Kat Kaloriferi,2,Var,Hayır,Hayır,Emlak Ofisinden,Anadolu,4.5,1.0,Hayır,0 - 150,Hayır
157,Ümraniye,8750.0,85.0,0-5 arası,2,13,Merkezi (Pay Ölçer),1,Var,Hayır,Evet,Emlak Ofisinden,Anadolu,1.0,1.0,Hayır,300 - 500,Hayır
158,Kartal,15000.0,190.0,16-20 arası,3,5,Doğalgaz (Kombi),1,Var,Hayır,Hayır,Emlak Ofisinden,Anadolu,3.0,1.0,Hayır,0 - 150,Hayır
159,Çekmeköy,5750.0,100.0,0-5 arası,0,3,Doğalgaz (Kombi),2,Var,Hayır,Hayır,Emlak Ofisinden,Anadolu,2.0,1.0,Hayır,150 - 300,Hayır
160,Kartal,9800.0,175.0,0-5 arası,7,10,Merkezi (Pay Ölçer),2,Var,Hayır,Evet,Emlak Ofisinden,Anadolu,3.0,1.0,Hayır,750 - 1000,Hayır
161,Üsküdar,8000.0,95.0,26-30 arası,2,5,Merkezi,1,Var,Hayır,Hayır,Emlak Ofisinden,Anadolu,2.0,1.0,Evet,0 - 150,Evet
162,Çekmeköy,5750.0,125.0,5-10 arası,8,8,Merkezi (Pay Ölçer),2,Var,Hayır,Evet,Emlak Ofisinden,Anadolu,3.0,1.0,Hayır,500 - 750,Hayır
163,Ümraniye,6200.0,110.0,11-15 arası,4,5,Doğalgaz (Kombi),2,Var,Hayır,Hayır,Emlak Ofisinden,Anadolu,2.0,1.0,Hayır,0 - 150,Hayır
164,Şile,5500.0,75.0,0-5 arası,0,2,Yerden Isıtma,1,Var,Hayır,Evet,Emlak Ofisinden,Anadolu,1.0,1.0,Hayır,500 - 750,Hayır
165,Tuzla,5000.0,132.0,5-10 arası,9,12,Merkezi (Pay Ölçer),1,Var,Hayır,Evet,Emlak Ofisinden,Anadolu,2.0,1.0,Hayır,300 - 500,Hayır
166,Maltepe,13500.0,150.0,11-15 arası,13,15,Merkezi (Pay Ölçer),2,Var,Hayır,Evet,Emlak Ofisinden,Anadolu,3.0,1.0,Hayır,500 - 750,Hayır
167,Pendik,4750.0,100.0,16-20 arası,4,6,Doğalgaz (Kombi),1,Var,Hayır,Hayır,Emlak Ofisinden,Anadolu,2.0,1.0,Hayır,0 - 150,Hayır
168,Ümraniye,4500.0,70.0,5-10 arası,2,3,Doğalgaz (Kombi),1,Yok,Hayır,Hayır,Emlak Ofisinden,Anadolu,2.0,1.0,Hayır,0 - 150,Hayır
169,Kadıköy,19000.0,156.0,0-5 arası,11,11,Doğalgaz (Kombi),1,Var,Hayır,Hayır,Emlak Ofisinden,Anadolu,4.0,1.0,Hayır,300 - 500,Evet
170,Tuzla,4750.0,110.0,11-15 arası,4,4,Doğalgaz (Kombi),1,Var,Evet,Hayır,Sahibinden,Anadolu,2.0,1.0,Hayır,150 - 300,Hayır
171,Maltepe,5000.0,140.0,21-25 arası,5,5,Doğalgaz (Kombi),1,Var,Hayır,Hayır,Emlak Ofisinden,Anadolu,3.0,1.0,Hayır,150 - 300,Hayır
172,Üsküdar,14000.0,100.0,0-5 arası,2,4,Doğalgaz (Kombi),1,Var,Hayır,Hayır,Emlak Ofisinden,Anadolu,3.0,1.0,Hayır,150 - 300,Hayır
173,Maltepe,8000.0,85.0,0-5 arası,2,4,Doğalgaz (Kombi),1,Yok,Hayır,Hayır,Emlak Ofisinden,Anadolu,2.0,1.0,Hayır,0 - 150,Hayır
174,Beykoz,2300.0,55.0,21-25 arası,0,1,Klima,1,Yok,Evet,Hayır,Emlak Ofisinden,Anadolu,1.0,1.0,Hayır,0 - 150,Hayır
175,Ataşehir,18000.0,72.0,11-15 arası,14,26,Doğalgaz (Kombi),1,Yok,Evet,Evet,Emlak Ofisinden,Anadolu,1.0,1.0,Hayır,0 - 150,Hayır
176,Kartal,7000.0,71.0,5-10 arası,11,17,Doğalgaz (Kombi),1,Var,Evet,Evet,Emlak Ofisinden,Anadolu,1.0,1.0,Hayır,300 - 500,Hayır
177,Maltepe,8000.0,100.0,0-5 arası,2,5,Doğalgaz (Kombi),1,Var,Hayır,Hayır,Emlak Ofisinden,Anadolu,2.0,1.0,Evet,0 - 150,Hayır
178,Ümraniye,15000.0,162.0,0-5 arası,10,31,Yerden Isıtma,2,Var,Hayır,Evet,Emlak Ofisinden,Anadolu,3.0,1.0,Hayır,500 - 750,Hayır
179,Maltepe,8900.0,130.0,16-20 arası,6,7,Doğalgaz (Kombi),2,Var,Hayır,Hayır,Emlak Ofisinden,Anadolu,3.0,1.0,Hayır,0 - 150,Hayır
180,Ümraniye,11000.0,200.0,11-15 arası,10,10,Doğalgaz (Kombi),2,Var,Hayır,Evet,Emlak Ofisinden,Anadolu,4.0,2.0,Hayır,500 - 750,Hayır
181,Ataşehir,8750.0,85.0,5-10 arası,1,7,Doğalgaz (Kombi),1,Yok,Hayır,Hayır,Emlak Ofisinden,Anadolu,2.0,1.0,Hayır,0 - 150,Hayır
182,Ataşehir,11500.0,160.0,16-20 arası,4,8,Doğalgaz (Kombi),2,Var,Hayır,Evet,Emlak Ofisinden,Anadolu,3.0,1.0,Hayır,500 - 750,Hayır
183,Beykoz,6500.0,130.0,11-15 arası,4,4,Doğalgaz (Kombi),1,Var,Hayır,Hayır,Emlak Ofisinden,Anadolu,3.0,1.0,Hayır,0 - 150,Hayır
184,Sancaktepe,4000.0,90.0,0-5 arası,1,4,Yerden Isıtma,1,Yok,Hayır,Hayır,Sahibinden,Anadolu,2.0,1.0,Hayır,0 - 150,Hayır
185,Ümraniye,13500.0,136.0,0-5 arası,18,29,Yerden Isıtma,2,Var,Hayır,Evet,Emlak Ofisinden,Anadolu,2.0,1.0,Hayır,500 - 750,Hayır
186,Çekmeköy,4250.0,150.0,0-5 arası,0,4,Doğalgaz (Kombi),2,Yok,Hayır,Hayır,Emlak Ofisinden,Anadolu,4.0,1.0,Hayır,0 - 150,Hayır
187,Kartal,7250.0,200.0,21-25 arası,0,6,Doğalgaz (Kombi),1,Var,Hayır,Evet,Emlak Ofisinden,Anadolu,3.0,1.0,Hayır,150 - 300,Hayır
188,Kadıköy,18500.0,120.0,0-5 arası,3,13,Merkezi (Pay Ölçer),2,Var,Hayır,Hayır,Sahibinden,Anadolu,3.0,1.0,Hayır,300 - 500,Hayır
189,Üsküdar,10000.0,90.0,0-5 arası,3,5,Doğalgaz (Kombi),1,Var,Hayır,Hayır,Emlak Ofisinden,Anadolu,2.0,1.0,Hayır,150 - 300,Hayır
190,Pendik,5100.0,100.0,5-10 arası,3,4,Doğalgaz (Kombi),1,Var,Hayır,Hayır,Sahibinden,Anadolu,2.0,1.0,Hayır,0 - 150,Hayır
191,Ataşehir,6750.0,110.0,5-10 arası,4,4,Doğalgaz (Kombi),1,Var,Evet,Hayır,Emlak Ofisinden,Anadolu,2.0,1.0,Hayır,0 - 150,Hayır
192,Ataşehir,16000.0,117.0,5-10 arası,6,31,Merkezi (Pay Ölçer),1,Var,Evet,Evet,Emlak Ofisinden,Anadolu,3.0,1.0,Hayır,750 - 1000,Hayır
193,Üsküdar,8000.0,125.0,16-20 arası,1,1,Doğalgaz (Kombi),1,Var,Hayır,Hayır,Sahibinden,Anadolu,3.0,0.0,Hayır,150 - 300,Hayır
194,Kadıköy,10250.0,160.0,16-20 arası,3,4,Doğalgaz (Kombi),2,Var,Hayır,Hayır,Emlak Ofisinden,Anadolu,3.0,1.0,Hayır,0 - 150,Hayır
195,Ataşehir,10000.0,145.0,5-10 arası,3,5,Doğalgaz (Kombi),2,Var,Evet,Hayır,Emlak Ofisinden,Anadolu,3.0,1.0,Hayır,0 - 150,Evet
196,Kadıköy,9250.0,80.0,31 ve üzeri,2,4,Doğalgaz (Kombi),1,Var,Hayır,Hayır,Emlak Ofisinden,Anadolu,2.0,1.0,Hayır,0 - 150,Hayır
197,Kadıköy,16500.0,120.0,0-5 arası,5,14,Merkezi (Pay Ölçer),2,Var,Hayır,Hayır,Emlak Ofisinden,Anadolu,3.0,1.0,Hayır,300 - 500,Hayır
198,Üsküdar,9000.0,85.0,5-10 arası,3,4,Doğalgaz (Kombi),1,Var,Evet,Hayır,Emlak Ofisinden,Anadolu,2.0,1.0,Hayır,0 - 150,Hayır
199,Kadıköy,11000.0,80.0,0-5 arası,1,10,Doğalgaz (Kombi),1,Yok,Hayır,Hayır,Emlak Ofisinden,Anadolu,1.0,1.0,Hayır,150 - 300,Hayır
200,Ataşehir,5000.0,50.0,0-5 arası,1,3,Doğalgaz (Kombi),1,Var,Evet,Hayır,Emlak Ofisinden,Anadolu,1.0,1.0,Hayır,0 - 150,Hayır
201,Kadıköy,17000.0,178.0,31 ve üzeri,3,9,Merkezi,2,Var,Hayır,Hayır,Emlak Ofisinden,Anadolu,3.0,1.0,Hayır,500 - 750,Hayır
202,Pendik,4900.0,60.0,0-5 arası,5,7,Doğalgaz (Kombi),1,Yok,Evet,Hayır,Emlak Ofisinden,Anadolu,1.0,1.0,Hayır,150 - 300,Hayır
203,Kadıköy,13500.0,100.0,0-5 arası,3,10,Doğalgaz (Kombi),1,Var,Hayır,Hayır,Emlak Ofisinden,Anadolu,2.0,1.0,Hayır,150 - 300,Hayır
204,Üsküdar,9000.0,90.0,11-15 arası,0,4,Doğalgaz (Kombi),2,Var,Hayır,Hayır,Emlak Ofisinden,Anadolu,2.0,1.0,Hayır,150 - 300,Hayır
205,Maltepe,13250.0,165.0,5-10 arası,4,4,Doğalgaz (Kombi),3,Var,Hayır,Hayır,Emlak Ofisinden,Anadolu,3.0,2.0,Hayır,0 - 150,Evet
206,Ümraniye,6000.0,60.0,0-5 arası,5,7,Doğalgaz (Kombi),1,Yok,Evet,Hayır,Emlak Ofisinden,Anadolu,1.0,1.0,Hayır,150 - 300,Hayır
207,Kadıköy,13250.0,115.0,5-10 arası,0,9,Doğalgaz (Kombi),2,Yok,Evet,Hayır,Emlak Ofisinden,Anadolu,3.0,1.0,Hayır,300 - 500,Hayır
208,Ümraniye,6500.0,135.0,21-25 arası,8,9,Doğalgaz (Kombi),2,Var,Evet,Evet,Emlak Ofisinden,Anadolu,3.0,1.0,Hayır,150 - 300,Hayır
209,Pendik,6750.0,95.0,21-25 arası,1,6,Doğalgaz (Kombi),1,Var,Hayır,Hayır,Emlak Ofisinden,Anadolu,2.0,1.0,Hayır,0 - 150,Hayır
210,Maltepe,6000.0,80.0,5-10 arası,1,4,Doğalgaz (Kombi),2,Yok,Evet,Hayır,Emlak Ofisinden,Anadolu,2.0,1.0,Hayır,0 - 150,Hayır
211,Maltepe,6750.0,90.0,5-10 arası,0,4,Doğalgaz (Kombi),1,Yok,Evet,Hayır,Emlak Ofisinden,Anadolu,2.0,1.0,Hayır,0 - 150,Hayır
212,Üsküdar,7000.0,105.0,5-10 arası,1,4,Doğalgaz (Kombi),1,Var,Hayır,Hayır,Emlak Ofisinden,Anadolu,3.0,1.0,Hayır,150 - 300,Hayır
213,Ataşehir,16500.0,105.0,11-15 arası,1,3,Doğalgaz (Kombi),1,Var,Evet,Hayır,Sahibinden,Anadolu,2.0,1.0,Hayır,0 - 150,Hayır
214,Kartal,6900.0,120.0,5-10 arası,5,5,Doğalgaz (Kombi),1,Var,Hayır,Hayır,Emlak Ofisinden,Anadolu,3.0,1.0,Hayır,0 - 150,Hayır
215,Maltepe,10000.0,100.0,5-10 arası,4,5,Doğalgaz (Kombi),2,Var,Evet,Hayır,Emlak Ofisinden,Anadolu,3.0,1.0,Hayır,0 - 150,Hayır
216,Pendik,6500.0,95.0,26-30 arası,3,5,Doğalgaz (Kombi),1,Var,Evet,Hayır,Sahibinden,Anadolu,3.0,1.0,Hayır,0 - 150,Hayır
217,Kadıköy,6500.0,69.0,0-5 arası,11,22,Merkezi (Pay Ölçer),1,Yok,Hayır,Evet,Emlak Ofisinden,Anadolu,1.0,1.0,Hayır,750 - 1000,Hayır
218,Pendik,8000.0,115.0,0-5 arası,6,8,Doğalgaz (Kombi),2,Var,Hayır,Evet,Emlak Ofisinden,Anadolu,3.0,1.0,Hayır,750 - 1000,Hayır
219,Ümraniye,10000.0,142.0,0-5 arası,3,26,Merkezi (Pay Ölçer),2,Var,Hayır,Evet,Emlak Ofisinden,Anadolu,3.0,1.0,Hayır,500 - 750,Hayır
220,Çekmeköy,6800.0,90.0,0-5 arası,4,5,Doğalgaz (Kombi),1,Var,Hayır,Hayır,Sahibinden,Anadolu,2.0,1.0,Hayır,0 - 150,Hayır
221,Tuzla,8500.0,140.0,31 ve üzeri,3,4,Doğalgaz (Kombi),1,Var,Hayır,Hayır,Emlak Ofisinden,Anadolu,3.0,1.0,Hayır,0 - 150,Hayır
222,Kartal,9000.0,165.0,0-5 arası,13,13,Merkezi (Pay Ölçer),2,Var,Hayır,Hayır,Sahibinden,Anadolu,5.0,2.0,Hayır,0 - 150,Hayır
223,Pendik,5000.0,98.0,0-5 arası,2,8,Merkezi (Pay Ölçer),1,Var,Hayır,Evet,Emlak Ofisinden,Anadolu,2.0,1.0,Hayır,500 - 750,Hayır
224,Pendik,4200.0,110.0,5-10 arası,2,4,Doğalgaz (Kombi),1,Var,Hayır,Hayır,Sahibinden,Anadolu,3.0,1.0,Hayır,0 - 150,Hayır
225,Maltepe,5000.0,95.0,0-5 arası,3,4,Doğalgaz (Kombi),1,Var,Evet,Hayır,Sahibinden,Anadolu,2.0,1.0,Hayır,0 - 150,Hayır
226,Tuzla,3500.0,90.0,16-20 arası,-1,3,Doğalgaz (Kombi),1,Yok,Hayır,Hayır,Sahibinden,Anadolu,2.0,1.0,Hayır,150 - 300,Hayır
227,Ümraniye,5500.0,70.0,5-10 arası,2,6,Doğalgaz (Kombi),1,Yok,Hayır,Hayır,İnşaat Firmasından,Anadolu,2.0,1.0,Hayır,0 - 150,Hayır
228,Üsküdar,9100.0,138.0,21-25 arası,9,9,Doğalgaz (Kombi),1,Var,Hayır,Evet,Emlak Ofisinden,Anadolu,3.0,1.0,Hayır,300 - 500,Hayır
229,Ümraniye,7500.0,95.0,5-10 arası,3,8,Doğalgaz (Kombi),2,Yok,Hayır,Evet,Emlak Ofisinden,Anadolu,2.0,1.0,Hayır,500 - 750,Hayır
230,Ataşehir,5000.0,60.0,0-5 arası,1,5,Doğalgaz (Kombi),1,Yok,Hayır,Hayır,Emlak Ofisinden,Anadolu,2.0,1.0,Hayır,0 - 150,Hayır
231,Ümraniye,5250.0,85.0,5-10 arası,3,4,Doğalgaz (Kombi),1,Var,Hayır,Hayır,Emlak Ofisinden,Anadolu,2.0,1.0,Evet,0 - 150,Hayır
232,Ümraniye,13650.0,135.0,0-5 arası,1,2,Merkezi (Pay Ölçer),2,Var,Hayır,Evet,Emlak Ofisinden,Anadolu,2.0,1.0,Hayır,500 - 750,Hayır
233,Ataşehir,20000.0,138.0,11-15 arası,9,14,Doğalgaz (Kombi),2,Yok,Evet,Evet,Emlak Ofisinden,Anadolu,2.0,1.0,Hayır,300 - 500,Hayır
234,Pendik,7850.0,114.0,0-5 arası,3,9,Merkezi (Pay Ölçer),1,Var,Hayır,Evet,Emlak Ofisinden,Anadolu,2.0,1.0,Hayır,500 - 750,Hayır
235,Maltepe,4500.0,140.0,11-15 arası,4,5,Doğalgaz (Kombi),1,Var,Hayır,Hayır,Emlak Ofisinden,Anadolu,3.0,1.0,Hayır,0 - 150,Hayır
236,Pendik,4250.0,95.0,11-15 arası,1,10,Doğalgaz (Kombi),1,Var,Hayır,Evet,Emlak Ofisinden,Anadolu,2.0,1.0,Hayır,150 - 300,Hayır
237,Sancaktepe,5500.0,73.0,0-5 arası,2,5,Yerden Isıtma,1,Var,Hayır,Evet,Emlak Ofisinden,Anadolu,1.0,1.0,Hayır,300 - 500,Hayır
238,Ümraniye,7250.0,150.0,21-25 arası,5,6,Doğalgaz (Kombi),2,Var,Hayır,Hayır,Emlak Ofisinden,Anadolu,3.0,1.0,Hayır,150 - 300,Hayır
239,Maltepe,6000.0,100.0,5-10 arası,5,5,Doğalgaz (Kombi),1,Var,Evet,Hayır,Emlak Ofisinden,Anadolu,1.0,1.0,Hayır,0 - 150,Hayır
240,Üsküdar,6500.0,85.0,16-20 arası,0,2,Doğalgaz (Kombi),1,Yok,Evet,Hayır,Sahibinden,Anadolu,2.0,1.0,Hayır,0 - 150,Hayır
241,Tuzla,4000.0,50.0,5-10 arası,7,13,Merkezi (Pay Ölçer),1,Var,Hayır,Evet,Emlak Ofisinden,Anadolu,1.0,1.0,Hayır,300 - 500,Hayır
242,Ataşehir,3250.0,80.0,21-25 arası,0,3,Doğalgaz (Kombi),1,Yok,Hayır,Hayır,Emlak Ofisinden,Anadolu,2.0,1.0,Evet,0 - 150,Hayır
243,Sultanbeyli,5250.0,110.0,21-25 arası,2,4,Doğalgaz (Kombi),1,Var,Evet,Hayır,Emlak Ofisinden,Anadolu,2.0,1.0,Evet,0 - 150,Hayır
244,Çekmeköy,3750.0,85.0,16-20 arası,4,8,Doğalgaz (Kombi),1,Var,Hayır,Evet,Emlak Ofisinden,Anadolu,1.0,1.0,Hayır,150 - 300,Hayır
245,Kadıköy,11000.0,123.0,5-10 arası,8,23,Merkezi (Pay Ölçer),1,Var,Hayır,Evet,Emlak Ofisinden,Anadolu,2.0,1.0,Hayır,0 - 150,Hayır
246,Tuzla,6250.0,80.0,5-10 arası,9,15,Merkezi (Pay Ölçer),1,Yok,Evet,Evet,Sahibinden,Anadolu,2.0,1.0,Hayır,300 - 500,Hayır
247,Maltepe,15000.0,115.0,0-5 arası,3,4,Doğalgaz (Kombi),2,Var,Hayır,Hayır,Emlak Ofisinden,Anadolu,3.0,1.0,Hayır,0 - 150,Hayır
248,Kadıköy,17000.0,105.0,0-5 arası,4,10,Doğalgaz (Kombi),1,Var,Hayır,Hayır,Emlak Ofisinden,Anadolu,2.0,1.0,Hayır,150 - 300,Hayır
249,Sancaktepe,15000.0,400.0,0-5 arası,2,2,Yok,1,Var,Hayır,Hayır,Emlak Ofisinden,Anadolu,2.0,0.0,Hayır,0 - 150,Hayır
250,Ataşehir,3500.0,135.0,21-25 arası,1,3,Doğalgaz (Kombi),1,Var,Hayır,Hayır,Emlak Ofisinden,Anadolu,2.0,1.0,Hayır,0 - 150,Hayır
251,Çekmeköy,6500.0,129.0,0-5 arası,2,6,Doğalgaz (Kombi),2,Yok,Hayır,Evet,Emlak Ofisinden,Anadolu,3.0,1.0,Hayır,500 - 750,Hayır
252,Ataşehir,4800.0,70.0,5-10 arası,4,5,Doğalgaz (Kombi),1,Var,Evet,Hayır,Sahibinden,Anadolu,1.0,1.0,Hayır,0 - 150,Hayır
253,Ataşehir,8000.0,46.0,5-10 arası,4,31,Merkezi (Pay Ölçer),1,Yok,Hayır,Evet,Emlak Ofisinden,Anadolu,1.0,1.0,Hayır,750 - 1000,Hayır
254,Sancaktepe,4500.0,130.0,5-10 arası,4,4,Doğalgaz (Kombi),1,Var,Hayır,Hayır,Emlak Ofisinden,Anadolu,4.0,1.0,Hayır,0 - 150,Hayır
255,Üsküdar,4500.0,70.0,26-30 arası,0,4,Doğalgaz (Kombi),1,Var,Hayır,Hayır,Emlak Ofisinden,Anadolu,1.0,1.0,Evet,0 - 150,Hayır
256,Kartal,4650.0,60.0,0-5 arası,4,31,Fancoil Ünitesi,1,Yok,Hayır,Evet,Emlak Ofisinden,Anadolu,1.0,0.0,Hayır,750 - 1000,Hayır
257,Ümraniye,5500.0,85.0,0-5 arası,0,5,Doğalgaz (Kombi),1,Yok,Evet,Hayır,Emlak Ofisinden,Anadolu,1.0,1.0,Hayır,150 - 300,Hayır
258,Beykoz,14750.0,147.0,11-15 arası,1,5,Doğalgaz (Kombi),1,Var,Hayır,Evet,Emlak Ofisinden,Anadolu,3.0,1.0,Hayır,0 - 150,Hayır
259,Ataşehir,9500.0,115.0,11-15 arası,1,11,Doğalgaz (Kombi),2,Yok,Hayır,Evet,Emlak Ofisinden,Anadolu,3.0,1.0,Hayır,750 - 1000,Hayır
260,Ataşehir,12500.0,120.0,5-10 arası,25,29,Merkezi (Pay Ölçer),2,Var,Hayır,Evet,Emlak Ofisinden,Anadolu,2.0,1.0,Hayır,0 - 150,Hayır
261,Tuzla,7000.0,120.0,5-10 arası,15,18,Merkezi (Pay Ölçer),1,Var,Evet,Evet,Emlak Ofisinden,Anadolu,2.0,1.0,Hayır,300 - 500,Hayır
262,Maltepe,9750.0,95.0,5-10 arası,1,4,Merkezi (Pay Ölçer),1,Var,Hayır,Hayır,Sahibinden,Anadolu,2.0,1.0,Hayır,150 - 300,Hayır
263,Maltepe,6000.0,100.0,21-25 arası,2,4,Doğalgaz (Kombi),1,Var,Evet,Hayır,Emlak Ofisinden,Anadolu,1.0,1.0,Hayır,0 - 150,Hayır
264,Üsküdar,13500.0,165.0,0-5 arası,5,5,Doğalgaz (Kombi),2,Var,Hayır,Hayır,Emlak Ofisinden,Anadolu,3.0,1.0,Hayır,150 - 300,Hayır
265,Ataşehir,8000.0,85.0,5-10 arası,9,10,Doğalgaz (Kombi),1,Var,Evet,Hayır,Sahibinden,Anadolu,1.0,1.0,Hayır,0 - 150,Hayır
266,Tuzla,4000.0,71.0,5-10 arası,0,2,Doğalgaz (Kombi),1,Yok,Hayır,Evet,Emlak Ofisinden,Anadolu,1.0,1.0,Hayır,0 - 150,Hayır
267,Pendik,6300.0,95.0,0-5 arası,2,9,Merkezi,1,Var,Hayır,Evet,Emlak Ofisinden,Anadolu,2.0,1.0,Hayır,300 - 500,Hayır
268,Ataşehir,10500.0,135.0,11-15 arası,6,12,Doğalgaz (Kombi),2,Var,Hayır,Hayır,Emlak Ofisinden,Anadolu,3.0,1.0,Hayır,300 - 500,Hayır
269,Kartal,5250.0,115.0,0-5 arası,9,12,Doğalgaz (Kombi),1,Var,Hayır,Evet,Emlak Ofisinden,Anadolu,3.0,1.0,Hayır,0 - 150,Hayır
270,Ümraniye,4250.0,55.0,0-5 arası,1,5,Doğalgaz (Kombi),1,Yok,Hayır,Hayır,Emlak Ofisinden,Anadolu,1.0,1.0,Evet,150 - 300,Hayır
271,Ataşehir,17000.0,87.0,0-5 arası,31,31,Merkezi (Pay Ölçer),1,Yok,Evet,Evet,Emlak Ofisinden,Anadolu,1.0,0.0,Hayır,500 - 750,Evet
272,Ataşehir,7500.0,50.0,0-5 arası,13,31,Merkezi (Pay Ölçer),1,Yok,Hayır,Evet,Emlak Ofisinden,Anadolu,1.0,0.0,Hayır,750 - 1000,Hayır
273,Maltepe,6000.0,120.0,5-10 arası,3,3,Doğalgaz (Kombi),1,Var,Evet,Hayır,Emlak Ofisinden,Anadolu,2.0,1.0,Hayır,0 - 150,Hayır
274,Maltepe,4500.0,35.0,5-10 arası,15,22,Merkezi (Pay Ölçer),1,Yok,Evet,Evet,Emlak Ofisinden,Anadolu,1.0,0.0,Hayır,0 - 150,Hayır
275,Tuzla,3000.0,50.0,31 ve üzeri,0,1,Doğalgaz (Kombi),1,Yok,Hayır,Hayır,Emlak Ofisinden,Anadolu,1.0,0.0,Hayır,150 - 300,Hayır
276,Ataşehir,4500.0,85.0,21-25 arası,1,4,Doğalgaz (Kombi),1,Var,Evet,Hayır,Emlak Ofisinden,Anadolu,1.0,1.0,Hayır,0 - 150,Hayır
277,Pendik,5500.0,65.0,0-5 arası,3,10,Merkezi (Pay Ölçer),1,Var,Evet,Hayır,Emlak Ofisinden,Anadolu,1.0,1.0,Hayır,500 - 750,Hayır
278,Çekmeköy,5500.0,77.0,0-5 arası,3,5,Doğalgaz (Kombi),1,Var,Hayır,Evet,Emlak Ofisinden,Anadolu,1.5,1.0,Hayır,500 - 750,Hayır
279,Pendik,6000.0,56.0,5-10 arası,0,9,Yerden Isıtma,1,Yok,Hayır,Evet,Emlak Ofisinden,Anadolu,1.0,1.0,Hayır,300 - 500,Hayır
280,Sancaktepe,4750.0,75.0,0-5 arası,3,5,Doğalgaz (Kombi),1,Yok,Hayır,Hayır,Emlak Ofisinden,Anadolu,1.5,1.0,Hayır,0 - 150,Hayır
281,Pendik,6000.0,125.0,5-10 arası,4,8,Doğalgaz (Kombi),1,Var,Hayır,Hayır,Emlak Ofisinden,Anadolu,3.0,1.0,Evet,0 - 150,Hayır
282,Ümraniye,8000.0,90.0,0-5 arası,15,15,Doğalgaz (Kombi),1,Yok,Hayır,Evet,Emlak Ofisinden,Anadolu,2.0,1.0,Hayır,500 - 750,Hayır
283,Ataşehir,6750.0,92.0,5-10 arası,0,3,Doğalgaz (Kombi),1,Yok,Evet,Hayır,Emlak Ofisinden,Anadolu,2.0,1.0,Hayır,0 - 150,Hayır
